tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,favorites,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
695767669421768709,675349384339542016,4196983835.0,2016-02-06 00:35:13,http://twitter.com/download/iphone,If you are aware of who is making these please let me know. 13/10 vroom vroom https://t.co/U0D1sbIDrG,https://twitter.com/dog_rates/status/695767669421768709/photo/1,13,10,,0,0,0,0,1863,746,https://pbs.twimg.com/media/CafdAWCW0AE3Igl.jpg,1,soft-coated_wheaten_terrier,0.805139,True,Lakeland_terrier,0.121662,True,Afghan_hound,0.0233025,True
694356675654983680,670668383499735040,4196983835.0,2016-02-02 03:08:26,http://twitter.com/download/iphone,"This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 https://t.co/SQsEBWxPyG",https://twitter.com/dog_rates/status/694356675654983680/photo/1,10,10,,0,0,1,0,1497,287,https://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,1,hamster,0.429871,False,Pomeranian,0.144272,True,pretzel,0.12722,False
692142790915014657,692041934689402880,4196983835.0,2016-01-27 00:31:15,http://twitter.com/download/iphone,These are some pictures of Teddy that further justify his 13/10 rating. Please enjoy https://t.co/tDkJAnQsbQ,"https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1,https://twitter.com/dog_rates/status/692142790915014657/photo/1",13,10,,0,0,0,0,1646,394,https://pbs.twimg.com/media/CZr8LvyXEAABJ9k.jpg,3,toy_poodle,0.670068,True,teddy,0.190898,False,miniature_poodle,0.0321779,True
684538444857667585,684481074559381504,4196983835.0,2016-01-06 00:54:18,http://twitter.com/download/iphone,"After watching this video, we've determined that Pippa will be upgraded to a 12/10. Please enjoy https://t.co/IKoRK4yoxV",https://twitter.com/dog_rates/status/684538444857667585/video/1,12,10,,0,0,0,0,2647,947,https://pbs.twimg.com/ext_tw_video_thumb/684538367950872576/pu/img/kTKOkSU45BS-fpq8.jpg,1,Chihuahua,0.702583,True,Siamese_cat,0.0682181,False,macaque,0.0433246,False
684225744407494656,684222868335505408,4196983835.0,2016-01-05 04:11:44,http://twitter.com/download/iphone,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3","https://twitter.com/dog_rates/status/684225744407494656/photo/1,https://twitter.com/dog_rates/status/684225744407494656/photo/1",143,130,,0,0,0,0,1231,208,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,2,golden_retriever,0.203249,True,Samoyed,0.06795810000000001,True,Great_Pyrenees,0.0653275,True
675870721063669760,675707330206547968,4196983835.0,2015-12-13 02:51:51,http://twitter.com/download/iphone,&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6,https://twitter.com/dog_rates/status/675870721063669760/photo/1,11,10,,0,0,0,0,1598,551,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,1,golden_retriever,0.263892,True,Welsh_springer_spaniel,0.184193,True,beagle,0.182241,True
675707330206547968,675497103322386432,4196983835.0,2015-12-12 16:02:36,http://twitter.com/download/iphone,We've got ourselves a battle here. Watch out Reggie. 11/10 https://t.co/ALJvbtcwf0,https://twitter.com/dog_rates/status/675707330206547968/photo/1,11,10,,0,0,0,0,1937,667,https://pbs.twimg.com/media/CWCYOqWUAAARmGr.jpg,1,bath_towel,0.721933,False,Staffordshire_bullterrier,0.0593442,True,bagel,0.035701599999999986,False
675349384339542016,674999807681908736,4196983835.0,2015-12-11 16:20:15,http://twitter.com/download/iphone,Yea I lied. Here's more. All 13/10 https://t.co/ZQZf2U4xCP,"https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1",13,10,,0,0,0,0,3826,2211,https://pbs.twimg.com/media/CV9SrABU4AQI46z.jpg,3,borzoi,0.866367,True,Saluki,0.122079,True,Irish_wolfhound,0.00401972,True
674999807681908736,674793399141146624,4196983835.0,2015-12-10 17:11:09,http://twitter.com/download/iphone,Ok last one of these. I may try to make some myself. Anyway here ya go. 13/10 https://t.co/i9CDd1oEu8,https://twitter.com/dog_rates/status/674999807681908736/photo/1,13,10,,0,0,0,0,2188,1074,https://pbs.twimg.com/media/CV4UvgNUkAEEnZd.jpg,1,Rottweiler,0.591829,True,Doberman,0.204544,True,black-and-tan_coonhound,0.07860189999999999,True
674793399141146624,671729906628341760,4196983835.0,2015-12-10 03:30:58,http://twitter.com/download/iphone,I have found another. 13/10 https://t.co/HwroPYv8pY,https://twitter.com/dog_rates/status/674793399141146624/photo/1,13,10,,0,0,0,0,2450,1062,https://pbs.twimg.com/media/CV1ZA3oWEAA1HW_.jpg,1,giant_schnauzer,0.119693,True,Afghan_hound,0.0727627,True,miniature_schnauzer,0.0637859,True
674754018082705410,674752233200820224,4196983835.0,2015-12-10 00:54:28,http://twitter.com/download/iphone,Just received another perfect photo of dogs and the sunset. 12/10 https://t.co/9YmNcxA2Cc,https://twitter.com/dog_rates/status/674754018082705410/photo/1,12,10,,0,0,0,0,1332,431,https://pbs.twimg.com/media/CV01M3ZWIAAV7rv.jpg,1,seashore,0.352321,False,promontory,0.131753,False,wreck,0.0955967,False
671729906628341761,671561002136281088,4196983835.0,2015-12-01 16:37:44,http://twitter.com/download/iphone,I'm just going to leave this one here as well. 13/10 https://t.co/DaD5SyajWt,https://twitter.com/dog_rates/status/671729906628341761/photo/1,13,10,,0,0,0,0,8214,4184,https://pbs.twimg.com/media/CVJ2yR2UwAAdCzU.jpg,1,kuvasz,0.431469,True,Samoyed,0.117122,True,white_wolf,0.09006660000000001,False
669353438988365824,667806454573760512,4196983835.0,2015-11-25 03:14:30,http://twitter.com/download/iphone,This is Tessa. She is also very pleased after finally meeting her biological father. 10/10 https://t.co/qDS1aCqppv,https://twitter.com/dog_rates/status/669353438988365824/photo/1,10,10,Tessa,0,0,0,0,605,251,https://pbs.twimg.com/media/CUoFZTyW4AE70iD.jpg,1,teddy,0.379656,False,Pembroke,0.212343,True,chow,0.0969953,True
